epoch,train_loss,val_loss
1,0.09031876921653748,0.12432489544153214
2,0.08671409636735916,0.120958112180233
3,0.06087777018547058,0.16166867315769196
4,0.06790963560342789,0.177012637257576
5,0.06437315046787262,0.13564269244670868
6,0.0650295615196228,0.12262103706598282
7,0.060960788279771805,0.13309557735919952
8,0.05454935505986214,0.14194734394550323
9,0.05369308963418007,0.12988071143627167
10,0.05683235451579094,0.13056723773479462
11,0.0539446659386158,0.13803957402706146
12,0.05411684513092041,0.13920710980892181
