epoch,train_loss,val_loss
1,0.336691677570343,0.30468735098838806
2,0.16652804613113403,0.17786861956119537
3,0.19149233400821686,0.1573653668165207
4,0.18356549739837646,0.16788557171821594
5,0.14206929504871368,0.18535688519477844
6,0.15149441361427307,0.1963222622871399
7,0.15573062002658844,0.18740367889404297
8,0.1540336310863495,0.17441943287849426
9,0.1516549438238144,0.16751472651958466
10,0.15659520030021667,0.1615942269563675
11,0.14340746402740479,0.15251922607421875
12,0.14564071595668793,0.14830787479877472
13,0.15209811925888062,0.1454099863767624
14,0.16920694708824158,0.1455346792936325
15,0.16133245825767517,0.14904525876045227
16,0.15874384343624115,0.14793053269386292
17,0.15654508769512177,0.14435340464115143
18,0.15643510222434998,0.14364632964134216
19,0.15699556469917297,0.14317914843559265
20,0.15703994035720825,0.1432865560054779
21,0.16089265048503876,0.14458633959293365
22,0.15336285531520844,0.15937012434005737
23,0.16146990656852722,0.1490320861339569
24,0.14731618762016296,0.14852793514728546
25,0.14508052170276642,0.15070383250713348
26,0.14814813435077667,0.15131160616874695
27,0.15334974229335785,0.1513754278421402
28,0.16034618020057678,0.1487635225057602
29,0.17021745443344116,0.14686767756938934
