kmeans_cluster,svr1_mean,svr1_std,svr1_min,svr1_max,upload_bitrate_mbps_mean,upload_bitrate_mbps_std,upload_bitrate_mbps_min,upload_bitrate_mbps_max,download_bitrate_mbps_mean,download_bitrate_mbps_std,download_bitrate_mbps_min,download_bitrate_mbps_max,speed_mean,speed_std,speed_min,speed_max
0,76.66671798114967,36.351325723865955,22.44126984126984,270.083950617284,12.16157069446087,1.9038924038603093,8.050384615384615,16.876956508333077,20.349140549135196,6.905556184149576,0.0,60.904270833333335,24.524653282107863,21.30795191082457,3.9029588741541192,87.30589038575667
1,202.82878781335333,76.07301496783384,55.18636363636364,413.3604126984127,6.863952599158884,1.9664787489740077,0.0,9.841740959359525,15.732419960034319,4.5518521525093085,0.0,26.99806451612903,20.761376546560264,24.350662555732605,3.257432825396825,96.18605712080056
