square_id,latitude,longitude,mean_latency,std_latency,median_latency,mean_throughput,std_throughput,median_throughput,mean_transfer,mean_ul_dl_ratio,mean_speed,observation_count
square_77309411379,-37.75681398738524,144.80216822180952,117.36615372485808,91.1490435516308,81.425,27.868489390790348,16.473720885972416,27.3,3.3210018864649764,0.6754852878288031,7.998380453570678,14269
square_77309411381,-37.75735650858779,144.80806739305027,137.05117763994912,104.97302566019138,87.9875,27.606473539318443,13.751268144342998,26.7,3.2896034997838144,0.6172286780387678,7.626630985687023,12576
square_77309411383,-37.756628548544874,144.81491592247494,182.250892638787,116.32952516881056,146.25,21.943545750603754,10.983741825265454,21.5,2.6147265672765347,0.7458898078544024,6.584521266813401,4089
square_77309411385,-37.75705429399774,144.82351570849377,120.93590600226501,102.78989928368692,76.05,31.52263422812854,17.321983369923664,28.975,3.756048257449745,0.8069470476272694,43.749190901472254,8830
square_77309411387,-37.75651460086534,144.82945615521905,132.35839147286822,107.11302034243204,87.94999999999999,24.01606827170092,14.230680063310597,21.4,2.8613980952541915,0.8966056201983693,21.76486292410312,5547
square_77309411389,-37.75445291489361,144.8381805531915,196.3,134.5471361561668,158.0,71.27553191489362,16.36582093326245,71.6,8.495759640957447,0.22768461191245243,21.97528034042553,47
square_77309411391,-37.75778311314286,144.84771096114287,183.1708857142857,107.69393502663046,175.0,23.649773794642858,10.643981983349018,22.4,2.8183481473214287,0.3811766874521399,5.922065261714285,875
square_85899345923,-37.74854112997904,144.73768576939202,111.15235849056604,93.98240978611504,72.14999999999999,37.82041928721174,22.98604024277162,35.2,4.506471517950734,0.5480785951400521,42.1448574591195,477
square_85899345924,-37.748182810289386,144.74326671061092,124.76310289389066,94.13683431975079,80.95,48.33340836012862,24.8718372790578,43.2,5.759685364750804,0.752765040587536,49.921648527331186,311
square_85899345926,-37.74684478807947,144.74849843708608,107.55960264900662,64.57521143731853,84.975,22.893245033112585,16.2974642015118,21.6,2.7277361858443707,0.5206194714812888,33.58470765562914,151
square_85899345928,-37.74944408044244,144.76070969884364,153.93116578682756,115.71275666324668,112.0,31.73688996021085,19.702059237303086,32.0,3.7821646374395113,0.45768554996823807,5.42632228959276,3978
square_85899345930,-37.749380174134075,144.7657136426257,148.9648163407821,116.77784574093477,94.7625,28.987238039018855,19.04571864013449,28.075,3.454128947712989,0.7077232920490627,6.286840275083798,17900
square_85899345932,-37.74985341771679,144.77208548716513,99.19655068608233,82.30324165696048,67.55,32.414556030056936,16.404436230726667,31.6,3.863105118707995,0.9035872187154889,6.984333174647625,10713
square_85899345934,-37.74975438902852,144.7796719711507,79.25638564091356,62.89494426633654,61.224999999999994,31.859624396411593,14.547466893031096,30.6,3.79613520935212,0.8583456550737629,19.348570957053873,9151
square_85899345936,-37.74860877683833,144.78601788880349,93.55956956187548,76.3018964462108,67.15,26.701933158387778,13.4723943542803,25.6,3.1820198079802395,0.8026464617264766,7.353906700486805,3903
square_85899345938,-37.747904591864405,144.7950927683051,70.37065254237288,49.471740380171006,59.25,29.85649353151483,12.27420078786442,28.5,3.5580767098119703,1.1568176569211304,5.9453933586440675,5900
