epoch,train_loss,val_loss
1,0.2076956033706665,0.1676405519247055
2,0.08584828674793243,0.07247725874185562
3,0.06579453498125076,0.06484197080135345
4,0.07626836746931076,0.06323294341564178
5,0.05930718034505844,0.0681973323225975
6,0.06629610806703568,0.07676617056131363
7,0.062175508588552475,0.07910949736833572
8,0.057822298258543015,0.07507879287004471
9,0.05263100564479828,0.06915111839771271
10,0.050831761211156845,0.06520725786685944
11,0.047878142446279526,0.06342680752277374
12,0.059545062482357025,0.06428800523281097
13,0.05804221332073212,0.06767629086971283
14,0.04492509365081787,0.06615032255649567
