epoch,train_loss,val_loss
1,0.0652916431427002,0.018258297815918922
2,0.046714428812265396,0.013199929147958755
3,0.05556122586131096,0.015118571929633617
4,0.05456812307238579,0.021605389192700386
5,0.05271704122424126,0.02171013504266739
6,0.05194975063204765,0.0170772522687912
7,0.05077865347266197,0.015364942140877247
8,0.0524178147315979,0.015882903710007668
9,0.04490651190280914,0.016540182754397392
10,0.05378170683979988,0.016823090612888336
11,0.05205880478024483,0.01786123588681221
12,0.049041613936424255,0.017770474776625633
